iter	Logloss
0	0.6915339969
5	0.6849154518
10	0.6782434554
15	0.6706987109
20	0.6647642226
25	0.6598470325
30	0.6551765714
35	0.6516218185
40	0.6464876902
45	0.6419176374
50	0.6371866862
55	0.6321848006
60	0.6286625181
65	0.6248604002
70	0.6208845774
